Year,Month,Country,Product_ID,Sales,Holiday,Expense_Price
2013,8,Argentina,2,3698545.620000002,1,1763.467999999996
2013,8,Belgium,2,478044.6999999998,1,325.04199999999986
2013,8,Columbia,1,5856457.819999961,2,1493.6470000000152
2013,8,Columbia,2,6470400.0,2,1599.477999999997
2013,8,Denmark,2,92379616.28999995,0,40444.104000000174
2013,8,England,4,140405.44999999995,1,170.2920000000001
2013,8,England,5,413424.5800000002,1,306.22300000000087
2013,8,Finland,4,27492566.400000013,0,1280.375999999994
2013,9,Argentina,1,38437875.0,0,10788.30899999997
2013,9,Argentina,2,3979930.780000003,0,1809.5940000000005
2013,9,Belgium,2,550575.6199999998,0,382.8349999999996
2013,9,Columbia,1,3488241.6099999924,0,1726.6459999999847
2013,9,Columbia,2,3654834.12,0,1791.9059999999972
2013,9,Denmark,2,95225689.94999994,0,50045.62900000029
2013,9,England,4,154773.5599999999,0,177.3100000000001
2013,9,England,5,476038.30999999994,0,337.5770000000002
2013,9,Finland,4,33901217.28000003,0,1554.2880000000002
2013,10,Argentina,1,44397675.0,1,16108.13400000004
2013,10,Argentina,2,4514085.660000003,1,2051.4409999999984
2013,10,Belgium,2,591786.3699999998,0,382.37299999999976
2013,10,Columbia,1,4262999.8499999875,1,2073.093000000005
2013,10,Columbia,2,3835446.27,1,1865.9100000000012
2013,10,Denmark,2,105367408.32999995,0,46030.22100000037
2013,10,England,4,179950.38999999998,0,189.85599999999982
2013,10,England,5,509437.65,0,354.38399999999893
2013,10,Finland,4,30052978.560000036,0,1389.6099999999908
2013,11,Argentina,1,45525375.0,1,16242.066999999994
2013,11,Argentina,2,5258087.1000000015,1,2594.9869999999955
2013,11,Belgium,2,1015432.8799999995,2,345.22799999999944
2013,11,Columbia,1,8086489.319999959,2,1912.8240000000187
2013,11,Columbia,2,8372068.239999998,2,2030.4539999999874
2013,11,Denmark,2,97483901.25999998,0,42643.54700000014
2013,11,England,4,194881.62000000005,0,196.9429999999998
2013,11,England,5,578558.9800000002,0,386.902
2013,11,Finland,4,37328238.72000004,1,1701.202999999993
2013,12,Argentina,1,67221000.0,2,11144.300999999981
2013,12,Argentina,2,8021861.680000009,2,1774.795
2013,12,Belgium,2,558817.7699999998,1,369.26800000000003
2013,12,Columbia,1,4002505.9099999946,1,1938.3850000000077
2013,12,Columbia,2,4119051.18,1,2010.003999999989
2013,12,Denmark,2,159040179.2999999,2,37461.8619999998
2013,12,England,4,401389.89999999997,2,200.06599999999983
2013,12,England,5,1174318.7200000018,2,392.9180000000002
2013,12,Finland,4,103596848.63999978,4,1211.0259999999832
2014,1,Argentina,1,44600850.0,1,15316.879999999948
2014,1,Argentina,2,4821701.6400000015,1,2218.769
2014,1,Belgium,2,621458.11,1,371.7119999999997
2014,1,Columbia,1,8132807.499999959,2,1945.8259999999464
2014,1,Columbia,2,9844662.36,2,2367.679999999983
2014,1,Denmark,2,126116161.89000006,1,53041.901000000216
2014,1,England,4,139593.23999999996,1,170.244
2014,1,England,5,459686.3899999999,1,327.66700000000066
2014,1,Finland,4,56936839.680000104,2,1320.832999999994
2014,2,Argentina,1,41562675.0,0,14746.594999999976
2014,2,Argentina,2,4044315.5200000037,0,1763.4429999999995
2014,2,Belgium,2,743441.9299999998,0,398.0400000000005
2014,2,Columbia,1,4513102.8499999875,0,2191.435000000029
2014,2,Columbia,2,4631622.36,0,2247.1859999999897
2014,2,Denmark,2,87533652.84000002,0,33749.33200000023
2014,2,England,4,144619.52999999994,0,172.61900000000006
2014,2,England,5,469574.24,0,333.77799999999917
2014,2,Finland,4,18218511.35999999,0,881.5560000000015
2014,3,Argentina,1,110872125.0,2,12998.792000000016
2014,3,Argentina,2,14837105.639999995,2,2222.233000000005
2014,3,Belgium,2,565411.4899999999,0,342.2520000000003
2014,3,Columbia,1,4553499.019999984,1,2191.8680000000118
2014,3,Columbia,2,4397451.18,1,2133.163999999992
2014,3,Denmark,2,100151949.33000006,0,43291.539999999666
2014,3,England,4,175208.43999999994,0,187.95900000000012
2014,3,England,5,525422.52,0,362.09599999999995
2014,3,Finland,4,39838901.76000003,0,1583.4619999999998
2014,4,Argentina,1,173791800.0,3,15235.33500000007
2014,4,Argentina,2,20269269.99999998,3,2179.3769999999854
2014,4,Belgium,2,1829757.2999999993,2,536.6350000000003
2014,4,Columbia,1,8712490.859999958,2,2109.5190000000216
2014,4,Columbia,2,10366102.36,2,2493.6580000000386
2014,4,Denmark,2,409413644.0399991,4,43210.844999999215
2014,4,England,4,363820.80000000005,2,191.47599999999977
2014,4,England,5,1112198.3000000012,2,376.6630000000004
2014,4,Finland,4,99475505.31000014,3,1522.2610000000257
2014,5,Argentina,1,81726750.0,2,14499.779000000068
2014,5,Argentina,2,11584483.959999995,2,2625.7219999999993
2014,5,Belgium,2,1556117.9199999995,2,471.089
2014,5,Columbia,1,4841843.12999999,1,2346.6070000000013
2014,5,Columbia,2,5381451.18,1,2584.324999999981
2014,5,Denmark,2,206740982.74,2,45318.13500000062
2014,5,England,4,302184.80000000016,2,176.11799999999985
2014,5,England,5,1113129.6600000006,2,376.3110000000012
2014,5,Finland,4,47602601.45999996,2,1121.1799999999942
2014,6,Argentina,1,80753400.0,2,13593.151000000045
2014,6,Argentina,2,11894484.560000015,2,2746.5349999999935
2014,6,Belgium,2,1111963.799999999,2,387.9749999999995
2014,6,Columbia,1,13669427.730000079,3,2205.61299999993
2014,6,Columbia,2,16764732.54,3,2686.8149999999537
2014,6,Denmark,2,244403287.1800001,2,54103.3009999996
2014,6,England,4,164419.5899999999,0,182.98700000000002
2014,6,England,5,527586.1300000002,0,362.8700000000002
2014,6,Finland,4,83685787.85999994,3,1348.2539999999838
2014,7,Argentina,1,43458975.0,1,15204.593000000026
2014,7,Argentina,2,5594318.520000002,1,2563.728999999997
2014,7,Belgium,2,1213244.4800000004,1,645.6179999999996
2014,7,Columbia,1,4807423.759999993,0,2288.469000000021
2014,7,Columbia,2,5962468.24,0,2850.069000000001
2014,7,Denmark,2,135022315.76000005,0,56144.54800000032
2014,7,England,4,181833.87000000002,0,190.9560000000001
2014,7,England,5,634160.66,0,417.0950000000006
2014,7,Finland,4,30143145.189999983,0,1392.3410000000001
2014,8,Argentina,1,41302800.0,1,13292.384000000022
2014,8,Argentina,2,5367779.620000004,1,2347.8260000000005
2014,8,Belgium,2,665965.72,1,405.9259999999998
2014,8,Columbia,1,5891213.600000002,2,1343.3260000000007
2014,8,Columbia,2,10925668.24,2,2632.6259999999816
2014,8,Denmark,2,118334140.37000008,0,48919.05000000032
2014,8,England,4,139770.59000000003,1,170.62899999999996
2014,8,England,5,469765.9600000002,1,334.18899999999934
2014,8,Finland,4,26633523.87,0,1242.1829999999993
2014,9,Argentina,1,43783425.0,0,15306.693999999963
2014,9,Argentina,2,5618164.72,0,2539.233999999997
2014,9,Belgium,2,807730.7000000001,0,472.96700000000027
2014,9,Columbia,1,3645624.65,0,1611.2580000000014
2014,9,Columbia,2,5955417.06,0,2853.2169999999714
2014,9,Columbia,3,22459.600000000006,0,
2014,9,Denmark,2,131133133.59000005,0,55753.77499999985
2014,9,England,4,173861.18999999997,0,187.2790000000003
2014,9,England,5,556789.4500000001,0,377.2660000000003
2014,9,Finland,4,38019992.88000001,0,1732.5509999999936
2014,10,Argentina,1,43777125.0,1,14815.264999999974
2014,10,Argentina,2,6459935.58,1,2938.2399999999952
2014,10,Belgium,2,809379.1300000001,0,501.28099999999984
2014,10,Columbia,1,3579737.2600000002,1,1709.9100000000053
2014,10,Columbia,2,6042685.3,1,2889.495000000018
2014,10,Columbia,3,161523.84999999998,1,
2014,10,Denmark,2,136919977.97000012,0,56694.27499999976
2014,10,England,4,169238.24999999997,0,185.28299999999996
2014,10,England,5,555016.0299999999,0,377.1480000000005
2014,10,Finland,4,23672488.22000003,0,1115.5530000000085
2014,11,Argentina,1,42375375.0,1,14102.804
2014,11,Argentina,2,6433704.7600000035,1,2883.7779999999966
2014,11,Belgium,2,2156146.440000001,2,541.5
2014,11,Columbia,1,6540938.480000001,2,1546.3970000000263
2014,11,Columbia,2,11268383.98,2,2707.814000000002
2014,11,Columbia,3,351222.0000000002,2,
2014,11,Denmark,2,118431661.66999999,0,46988.78600000022
2014,11,England,4,172209.52,0,185.80400000000006
2014,11,England,5,702080.2699999998,0,450.1710000000002
2014,11,Finland,4,25217203.549999997,1,1169.9359999999942
2014,12,Argentina,1,88486650.0,2,16190.614000000034
2014,12,Argentina,2,11598791.68000001,2,2779.4540000000075
2014,12,Belgium,2,1160494.72,1,581.6860000000006
2014,12,Columbia,1,6994245.52,2,1630.7620000000231
2014,12,Columbia,2,12396678.379999999,2,2943.8549999999836
2014,12,Columbia,3,302471.3000000003,2,
2014,12,Denmark,2,287063089.42,2,59005.8610000008
2014,12,England,4,380973.5400000001,2,185.65399999999988
2014,12,England,5,1404051.6799999997,2,418.11999999999983
2014,12,Finland,4,120676284.56000003,4,1402.4020000000016
2015,1,Argentina,1,46580625.0,1,16242.658999999987
2015,1,Argentina,2,5899549.880000006,1,2612.940000000002
2015,1,Argentina,3,126000.0,1,
2015,1,Belgium,2,768168.38,1,428.6419999999999
2015,1,Columbia,1,7429676.240000001,2,1726.8670000000272
2015,1,Columbia,2,13533200.0,2,3224.5339999999874
2015,1,Columbia,3,318131.40000000026,2,
2015,1,Denmark,2,133856392.85999997,1,56134.35399999981
2015,1,England,4,195200.99999999994,1,188.13500000000016
2015,1,England,5,625523.2300000001,1,385.36000000000047
2015,1,Finland,4,61412745.5599999,2,1416.8560000000166
2015,2,Argentina,1,66137400.0,1,12136.22899999998
2015,2,Argentina,2,12090023.399999995,1,2522.206999999996
2015,2,Argentina,3,8360100.0,1,
2015,2,Belgium,2,911579.0599999997,0,453.83499999999947
2015,2,Columbia,1,3586109.0999999996,0,1697.5309999999915
2015,2,Columbia,2,5803800.0,0,2789.4980000000114
2015,2,Columbia,3,213032.10000000003,0,
2015,2,Denmark,2,124109535.33,0,46304.8900000002
2015,2,England,4,116495.39999999997,0,153.17900000000006
2015,2,England,5,520297.1600000002,0,338.2720000000006
2015,2,Finland,4,50113926.02000002,0,1206.613000000005
2015,3,Argentina,1,37864575.0,1,16330.077000000034
2015,3,Argentina,2,6517166.4600000065,1,2712.1030000000023
2015,3,Argentina,3,7437150.0,1,
2015,3,Belgium,2,1003893.8700000002,0,534.9150000000006
2015,3,Columbia,1,4634858.580000001,1,2133.890000000006
2015,3,Columbia,2,7220520.0,1,3440.901000000009
2015,3,Columbia,3,214405.45000000007,1,
2015,3,Denmark,2,155846791.86,0,62489.300999999876
2015,3,England,4,171654.86999999997,0,177.18699999999993
2015,3,England,5,644014.4800000001,0,390.22600000000034
2015,3,Finland,4,9044923.370000003,0,1588.4590000000019
2015,4,Argentina,1,105410025.0,3,14901.627000000088
2015,4,Argentina,2,20181039.06000001,3,2929.9830000000056
2015,4,Argentina,3,22878450.0,3,
2015,4,Belgium,2,2304505.1400000006,2,687.8350000000002
2015,4,Columbia,1,7875525.900000003,2,1884.9709999999664
2015,4,Columbia,2,12695360.0,2,3037.193999999988
2015,4,Columbia,3,579558.4000000001,2,
2015,4,Denmark,2,623243874.1600002,4,61485.77899999924
2015,4,England,4,351931.6000000002,2,179.4850000000003
2015,4,England,5,1401608.6800000002,2,421.23299999999784
2015,4,Finland,4,93201653.93999997,3,1432.2770000000016
2015,5,Argentina,1,71130150.0,2,15056.339000000049
2015,5,Argentina,2,12080484.920000017,2,2624.4139999999925
2015,5,Argentina,3,12379500.0,2,
2015,5,Belgium,2,3896888.5199999996,4,541.6640000000012
2015,5,Columbia,1,7291834.3,2,1748.9560000000051
2015,5,Columbia,2,12596160.0,2,3004.2489999999957
2015,5,Columbia,3,538184.2999999998,2,
2015,5,Denmark,2,548453602.28,4,55469.15800000119
2015,5,England,4,292637.7400000001,2,163.29800000000014
2015,5,England,5,1123715.5600000005,2,353.8079999999994
2015,5,Finland,4,73339402.83000009,3,1148.3670000000009
2015,6,Argentina,1,83512800.0,2,19631.651999999864
2015,6,Argentina,2,13730641.960000008,2,3114.001999999988
2015,6,Argentina,3,13223700.0,2,
2015,6,Belgium,2,1130822.98,0,611.8600000000004
2015,6,Columbia,1,12849544.200000001,3,2023.5699999999706
2015,6,Columbia,2,20692800.0,3,3291.362000000086
2015,6,Columbia,3,790132.3499999997,3,
2015,6,Denmark,2,190104748.7899998,0,74418.10700000054
2015,6,England,4,168604.44999999995,0,174.8370000000001
2015,6,England,5,632909.8000000002,0,381.5760000000004
2015,6,Finland,4,63863552.599999964,2,1517.1160000000064
2015,7,Argentina,1,33115950.0,1,13289.789000000033
2015,7,Argentina,2,7668937.920000006,1,3443.930999999996
2015,7,Argentina,3,9405900.0,1,
2015,7,Belgium,2,1368196.9000000006,1,757.0190000000001
2015,7,Columbia,1,4079098.8500000006,1,1905.4649999999936
2015,7,Columbia,2,7364800.0,1,3509.4480000000185
2015,7,Columbia,3,272259.75,1,
2015,7,Denmark,2,127425823.20000002,0,51061.81100000038
2015,7,England,4,202965.67000000004,0,191.91100000000003
2015,7,England,5,758260.11,0,438.43000000000023
2015,7,Finland,4,28287106.209999982,0,1313.6730000000055
2015,8,Argentina,1,23892750.0,1,14762.316000000028
2015,8,Argentina,2,6512397.220000004,1,2842.1790000000033
2015,8,Argentina,3,15353100.0,1,
2015,8,Belgium,2,1213244.48,1,644.7239999999995
2015,8,Columbia,1,6104512.1000000015,2,1463.6809999999882
2015,8,Columbia,2,11920480.280000001,2,2859.2739999999794
2015,8,Columbia,3,369893.5000000001,2,
2015,8,Denmark,2,170660459.10999995,0,66816.85000000041
2015,8,England,4,117529.02999999996,1,153.89199999999988
2015,8,England,5,465606.53000000026,1,312.22200000000055
2015,8,Finland,4,28765114.990000017,0,1334.374000000005
2015,9,Argentina,1,24914925.0,0,14722.833000000024
2015,9,Argentina,2,7041782.860000004,0,3139.6840000000043
2015,9,Argentina,3,19533150.0,0,
2015,9,Belgium,2,847293.0200000004,0,576.6169999999993
2015,9,Columbia,1,3292214.4899999993,0,1582.9710000000102
2015,9,Columbia,2,6969600.0,0,3324.5220000000286
2015,9,Columbia,3,239002.10000000006,0,
2015,9,Denmark,2,177181292.14999998,0,68813.7060000002
2015,9,England,4,175108.59999999992,0,178.45900000000015
2015,9,England,5,627134.7200000002,0,381.8859999999993
2015,9,Finland,4,28817795.159999996,0,1350.590000000003
2015,10,Argentina,1,16380000.0,1,13491.587000000034
2015,10,Argentina,2,7447168.260000005,1,3206.609999999991
2015,10,Argentina,3,18515700.0,1,
2015,10,Belgium,2,1259400.52,0,691.6650000000006
2015,10,Columbia,1,4067910.850000001,1,1919.6169999999952
2015,10,Columbia,2,6637040.0,1,3168.8649999999916
2015,10,Columbia,3,276301.7,1,
2015,10,Denmark,2,162617201.81999996,0,63104.572999999844
2015,10,England,4,164722.1499999999,0,174.66699999999997
2015,10,England,5,624252.6799999999,0,381.8369999999996
2015,10,Finland,4,31268810.859999985,1,1441.061999999995
2015,11,Argentina,1,14762475.0,1,14529.223999999991
2015,11,Argentina,2,7840630.560000004,1,3439.969
2015,11,Argentina,3,18802350.0,1,
2015,11,Belgium,2,2317093.160000001,2,775.2119999999996
2015,11,Columbia,1,7269410.200000002,2,1685.9799999999857
2015,11,Columbia,2,14560000.0,2,3384.614000000028
2015,11,Columbia,3,375408.6000000002,2,
2015,11,Denmark,2,171598330.34000006,0,63298.225000000304
2015,12,Argentina,1,30006900.0,2,13106.781999999972
2015,12,Argentina,2,12862640.279999994,2,2883.6039999999957
2015,12,Argentina,3,40515300.0,2,
2015,12,Belgium,2,1660268.72,1,869.0789999999998
2015,12,Columbia,1,7138044.300000007,2,1731.8910000000012
2015,12,Columbia,2,13584000.0,2,3276.2299999999836
2015,12,Columbia,3,565560.2,2,
2015,12,Denmark,2,398187768.0000001,2,80201.5259999998
2016,1,Argentina,1,14740425.0,1,10215.226000000015
2016,1,Argentina,2,7535399.199999999,1,3274.259000000001
2016,1,Argentina,3,17375400.0,1,
2016,1,Belgium,2,972174.2399999995,1,561.6399999999996
2016,1,Columbia,1,6626971.200000001,2,1592.1340000000012
2016,1,Columbia,2,14430400.0,2,3435.625
2016,1,Columbia,3,507042.00000000006,2,
2016,1,Denmark,2,126197283.94999999,1,48144.26500000024
2016,2,Argentina,1,22428000.0,1,8349.12199999998
2016,2,Argentina,2,14636797.559999991,1,3062.5030000000147
2016,2,Argentina,3,32561550.0,1,
2016,2,Belgium,2,1087259.28,0,598.8450000000004
2016,2,Columbia,1,3617369.090000001,0,1691.4030000000057
2016,2,Columbia,2,6409600.0,0,3060.410999999999
2016,2,Columbia,3,228392.79999999996,0,
2016,2,Denmark,2,176268459.04000002,0,62181.00200000027
2016,3,Argentina,1,45048150.0,3,10691.99599999994
2016,3,Argentina,2,22370120.220000014,3,3238.9780000000023
2016,3,Argentina,3,61325775.0,3,
2016,3,Belgium,2,2848923.2600000002,2,775.8830000000013
2016,3,Columbia,1,8786602.02,3,1559.4680000000424
2016,3,Columbia,2,22258680.0,3,3533.6439999999848
2016,3,Columbia,3,2792269.6500000004,3,
2016,3,Denmark,2,782803010.5199999,4,73427.08799999957
2016,4,Argentina,3,15893325.0,1,
2016,4,Columbia,3,2065856.8499999996,0,
2016,5,Argentina,3,40149900.0,2,
2016,5,Columbia,3,5419880.400000002,3,
2016,6,Argentina,3,35352450.0,2,
2016,6,Columbia,3,2587822.25,1,
2016,7,Argentina,3,16461900.0,1,
2016,7,Columbia,3,5580130.700000002,2,
2016,8,Argentina,3,17821125.0,1,
2016,8,Columbia,3,5563832.000000002,2,
2016,9,Argentina,3,18586575.0,0,
2016,9,Columbia,3,3572224.1,0,
2016,10,Argentina,3,17909325.0,1,
2016,10,Columbia,3,3196697.4000000004,1,
2016,11,Argentina,3,19826100.0,1,
2016,11,Columbia,3,8526473.100000001,2,
2016,12,Argentina,3,33100200.0,2,
2016,12,Columbia,3,8703529.800000003,2,
